Landmark (R),2014,10/29 - 10/29,2014 Georgia Senate: Perdue vs. Nunn
Landmark (R),2014,10/29 - 10/29,2014 Georgia Governor: Deal vs. Carter
Rasmussen,2014,10/29 - 10/30,2014 New Hampshire Governor: Havenstein vs. Hassan
Civitas (R),2014,10/29 - 10/30,2014 North Carolina Senate: Tillis vs. Hagan
Rasmussen,2014,10/29 - 10/30,2014 New Hampshire Senate: Brown vs. Shaheen
PPP (D),2014,10/29 - 10/31,2014 National House Race
UNH/WMUR,2014,10/29 - 11/02,2014 New Hampshire House: 2nd District
UNH/WMUR,2014,10/29 - 11/02,2014 New Hampshire House: 1st District
UNH/WMUR,2014,10/29 - 11/02,2014 New Hampshire Governor: Havenstein vs. Hassan
UNH/WMUR,2014,10/29 - 11/02,2014 New Hampshire Senate: Brown vs. Shaheen
PPP (D),2014,10/30 - 11/01,2014 Connecticut Governor: Foley vs. Malloy
NBC/WSJ,2014,10/30 - 11/01,2014 National House Race
PPP (D),2014,10/30 - 11/01,2014 Arkansas Senate: Cotton vs. Pryor
PPP (D),2014,10/30 - 11/01,2014 Arkansas Governor: Hutchinson vs. Ross
PPP (D),2014,10/30 - 11/01,2014 Kentucky Senate: McConnell vs. Grimes
PPP (D),2014,10/30 - 11/01,2014 Louisiana Senate Primary
PPP (D),2014,10/30 - 11/01,2014 Louisiana Senate: Cassidy vs. Landrieu
PPP (D),2014,10/30 - 11/01,2014 Massachusetts Governor: Baker vs. Coakley
PPP (D),2014,10/30 - 11/01,2014 Idaho Governor: Otter vs. Balukoff
InsiderAdvantage/Fox 5 Atlanta/Morris News Service,2014,10/30 - 11/02,2014 Georgia Senate: Perdue vs. Nunn
InsiderAdvantage/Fox 5 Atlanta/Morris News Service,2014,10/30 - 11/02,2014 Georgia Governor: Deal vs. Carter
SurveyUSA/11Alive,2014,10/30 - 11/02,2014 Georgia Senate: Perdue vs. Nunn
SurveyUSA/11Alive,2014,10/30 - 11/02,2014 Georgia Governor: Deal vs. Carter
Monmouth University,2014,10/30 - 11/02,2014 New Jersey Senate: Bell vs. Booker
New England College,2014,10/31 - 11/01,2014 New Hampshire House: 2nd District
New England College,2014,10/31 - 11/01,2014 New Hampshire House: 1st District
New England College,2014,10/31 - 11/01,2014 New Hampshire Senate: Brown vs. Shaheen
New England College,2014,10/31 - 11/01,2014 New Hampshire Governor: Havenstein vs. Hassan
MPRC,2014,10/31 - 11/02,2014 Maine House: 2nd District
MPRC,2014,10/31 - 11/02,2014 Maine House: 1st District
MPRC,2014,10/31 - 11/02,2014 Maine Governor: LePage vs. Michaud vs. Cutler
MPRC,2014,10/31 - 11/02,2014 Maine Senate: Collins vs. Bellows
PPP (D),2014,11/01 - 11/02,2014 Illinois Governor: Rauner vs. Quinn
PPP (D),2014,11/01 - 11/02,2014 Florida Governor: Scott vs. Crist
Clarity (D-Two Peninsulas Research Group),2014,11/01 - 11/02,2014 Michigan Governor: Snyder vs. Schauer
PPP (D),2014,11/01 - 11/02,2014 Colorado Senate: Gardner vs. Udall
PPP (D),2014,11/01 - 11/02,2014 Colorado Governor: Beauprez vs. Hickenlooper
PPP (D),2014,11/01 - 11/02,2014 Alaska Senate: Sullivan vs. Begich
PPP (D),2014,11/01 - 11/02,2014 Alaska Governor: Parnell vs. Walker
PPP (D),2014,11/01 - 11/02,2014 Alaska CD-AL
PPP (D),2014,11/01 - 11/02,2014 Michigan Senate: Land vs. Peters
PPP (D),2014,11/01 - 11/02,2014 Michigan Governor: Snyder vs. Schauer
PPP (D),2014,11/01 - 11/03,2014 Iowa Senate: Ernst vs. Braley
PPP (D),2014,11/01 - 11/03,2014 Iowa Governor: Branstad vs. Hatch
PPP (D),2014,11/01 - 11/03,2014 Kansas Senate
PPP (D),2014,11/01 - 11/03,2014 Kansas Governor: Brownback vs. Davis
PPP (D),2014,11/01 - 11/03,2014 New Hampshire Senate: Brown vs. Shaheen
PPP (D),2014,11/01 - 11/03,2014 New Hampshire Governor: Havenstein vs. Hassan
PPP (D),2014,11/01 - 11/03,2014 North Carolina Senate: Tillis vs. Hagan
PPP (D),2014,11/01 - 11/03,2014 Georgia Senate: Perdue vs. Nunn
PPP (D),2014,11/01 - 11/03,2014 Georgia Governor: Deal vs. Carter
PPP (D),2014,11/01 - 11/04,2014 Texas Senate GE
PPP (D),2014,11/01 - 11/04,2014 Texas Senate GE
PPP (D),2014,11/01 - 11/04,2014 Texas Senate GE
PPP (D),2014,11/01 - 11/04,2014 Texas Senate GE
PPP (D),2014,11/01 - 11/04,2014 Texas Governor: Abbott vs. Davis
Mitchell Research/Fox 2 Detroit,2014,11/02 - 11/02,2014 Michigan Senate: Land vs. Peters
Mitchell Research/Fox 2 Detroit,2014,11/02 - 11/02,2014 Michigan Governor: Snyder vs. Schauer
Landmark (R),2014,11/02 - 11/02,2014 Georgia Senate: Perdue vs. Nunn
Landmark (R),2014,11/02 - 11/02,2014 Georgia Governor: Deal vs. Carter
YouGov/Economist,2014,11/02 - 11/04,2014 National House Race
POS (R-Raye),2014,11/04 - 11/05,2014 Maine House: 2nd District
Rasmussen,2014,11/04 - 11/10,2014 National House Race
StPetePolls.org,2014,11/05 - 11/05,2014 Florida House: 13th District Special Election
PPP (D-Ohio Democratic Party),2014,11/05 - 11/06,2014 Ohio Governor: Kasich vs. FitzGerald
Quinnipiac,2014,11/06 - 11/11,2014 National House Race
Southern Media/Opinion Research,2014,11/06 - 11/12,2014 Louisiana Senate Primary
Gravis Marketing/Human Events (R),2014,11/08 - 11/10,2014 Florida Governor: Scott vs. Crist
PPP (D),2014,11/08 - 11/11,2014 Maine Senate: Collins vs. Bellows
PPP (D),2014,11/08 - 11/11,2014 Maine Governor: LePage vs. Michaud vs. Cutler
PPP (D),2014,11/08 - 11/11,2014 North Carolina Senate Republican Primary
PPP (D),2014,11/08 - 11/11,2014 North Carolina Senate: Brannon vs. Hagan
PPP (D),2014,11/08 - 11/11,2014 North Carolina Senate GE
PPP (D),2014,11/08 - 11/11,2014 North Carolina Senate GE
PPP (D),2014,11/08 - 11/11,2014 North Carolina Senate: Tillis vs. Hagan
Harper (R),2014,11/09 - 11/10,2014 Pennsylvania Governor Democratic Primary
YouGov/Economist,2014,11/09 - 11/11,2014 National House Race
FOX,2014,11/10 - 11/12,2014 National House Race
Siena,2014,11/11 - 11/14,2014 New York Gubernatorial GE
Siena,2014,11/11 - 11/14,2014 New York Governor: Astorino vs. Cuomo
Siena,2014,11/11 - 11/14,2014 New York Gubernatorial GE
Rasmussen,2014,11/11 - 11/17,2014 National House Race
Magellan (R-Cassidy),2014,11/12 - 11/12,2014 Louisiana Senate: Cassidy vs. Landrieu
Gravis Marketing/Human Events (R),2014,11/12 - 11/14,2014 Louisiana Senate: Cassidy vs. Landrieu
"Denno (D)/Lambert, Edwards & Associates",2014,11/12 - 11/14,2014 Michigan Senate: Land vs. Peters
"Denno (D)/Lambert, Edwards & Associates",2014,11/12 - 11/14,2014 Michigan Governor: Snyder vs. Schauer
Quinnipiac,2014,11/12 - 11/17,2014 Florida Governor: Scott vs. Crist
Quinnipiac,2014,11/12 - 11/17,2014 Florida Governor: Scott vs. Rich
Quinnipiac,2014,11/12 - 11/17,2014 Florida Governor Democratic Primary
Rasmussen,2014,11/12 - 11/18,2014 National House Race
PPIC,2014,11/12 - 11/19,2014 California Governor Primary
PPP (D-Progessive Change Campaign Committee),2014,11/14 - 11/15,2014 New Hampshire Senate GE
Anzalone Liszt Grove (D-Ross),2014,11/14 - 11/21,2014 Arkansas Governor: Hutchinson vs. Ross
PPP (D),2014,11/15 - 11/17,2014 Montana Senate Republican Primary
PPP (D),2014,11/15 - 11/17,2014 Montana Senate Democratic Primary
PPP (D),2014,11/15 - 11/17,2014 Montana Senate: Daines vs. Bohlinger
PPP (D),2014,11/15 - 11/17,2014 Montana Senate: Daines vs. Walsh
PPP (D),2014,11/15 - 11/17,2014 Montana Senate GE
PPP (D),2014,11/15 - 11/17,2014 Montana Senate GE
PPP (D),2014,11/15 - 11/17,2014 Montana CD-AL
PPP (D),2014,11/15 - 11/17,2014 Montana CD-AL
PPP (D),2014,11/15 - 11/17,2014 Montana CD-AL
PPP (D),2014,11/15 - 11/17,2014 Montana House: At-Large District: Zinke vs. Lewis
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate: Cochran vs. Childers
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate GE
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate GE
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate GE
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate GE
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate GE
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate: McDaniel vs. Childers
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate GE
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate GE
PPP (D),2014,11/15 - 11/17,2014 Mississippi Senate Republican Primary
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Governor: Tancredo vs. Hickenlooper
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Governor: Gessler vs. Hickenlooper
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Gubernatorial GE
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Governor: Kopp vs. Hickenlooper
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Senate GE
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Senate GE
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Senate GE
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Senate GE
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Senate GE
Quinnipiac,2014,11/15 - 11/18,2014 Colorado Senate GE
Field,2014,11/15 - 12/03,2014 California Governor Primary
Vox Populi (R),2014,11/16 - 11/17,2014 Louisiana Senate: Cassidy vs. Landrieu
YouGov/Economist,2014,11/16 - 11/18,2014 National House Race
Rasmussen,2014,11/16 - 11/19,2014 Louisiana Senate: Cassidy vs. Landrieu
StPetePolls.org,2014,11/18 - 11/18,2014 Florida House: 13th District Special Election
WSJ/NBC New York/Marist,2014,11/18 - 11/20,2014 New York Gubernatorial GE
WSJ/NBC New York/Marist,2014,11/18 - 11/20,2014 New York Governor: Astorino vs. Cuomo
WSJ/NBC New York/Marist,2014,11/18 - 11/20,2014 New York Gubernatorial GE
CNN,2014,11/18 - 11/20,2014 National House Race
Rasmussen,2014,11/18 - 11/24,2014 National House Race
The Polling Company Inc./WomanTrend (R-Washington Free Beacon),2014,11/19 - 11/20,2014 Virginia Senate Republican Primary
Quinnipiac,2014,11/19 - 11/24,2014 Ohio Governor: Kasich vs. FitzGerald
Rasmussen,2014,11/19 - 11/25,2014 National House Race
JMC Analytics and Polling (R),2014,11/20 - 11/20,2014 Louisiana Senate: Cassidy vs. Landrieu
Quinnipiac,2014,11/20 - 11/24,2014 New York Governor: Astorino vs. Cuomo
The Polling Company Inc./WomanTrend (R-Citizens United),2014,11/22 - 11/23,2014 Iowa Senate Republican Primary
PPP (D),2014,11/22 - 11/25,2014 Illinois Gubernatorial Republican Primary
PPP (D),2014,11/22 - 11/25,2014 Illinois Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Illinois Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Illinois Governor: Rauner vs. Quinn
PPP (D),2014,11/22 - 11/25,2014 Illinois Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Illinois Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Illinois Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Illinois Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Illinois Senate GE
PPP (D),2014,11/22 - 11/25,2014 Illinois Senate: Oberweis vs. Durbin
PPP (D),2014,11/22 - 11/25,2014 Illinois Senate GE
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Governor Democratic Primary
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Governor: Corbett vs. Schwartz
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Gubernatorial GE
PPP (D),2014,11/22 - 11/25,2014 Pennsylvania Governor: Corbett vs. Wolf
Harper (R-Conservative Intelligence Briefing),2014,11/23 - 11/24,2014 Iowa Senate: Clovis vs. Braley
Harper (R-Conservative Intelligence Briefing),2014,11/23 - 11/24,2014 Iowa Senate: Ernst vs. Braley
Harper (R-Conservative Intelligence Briefing),2014,11/23 - 11/24,2014 Iowa Senate: Jacobs vs. Braley
Harper (R-Conservative Intelligence Briefing),2014,11/23 - 11/24,2014 Iowa Senate: Whitaker vs. Braley
Harper (R-Conservative Intelligence Briefing),2014,11/23 - 11/24,2014 Iowa Senate GE
YouGov/Economist,2014,11/23 - 11/25,2014 National House Race
Wilson Perkins Allen Opinion Research (R-Independent Women's Voice),2014,11/24 - 11/25,2014 Louisiana Senate: Cassidy vs. Landrieu
"Fabrizio, McLaughlin & Associates (R-Scott)",2014,11/24 - 11/26,2014 Florida Governor: Scott vs. Crist
"Fabrizio, McLaughlin & Associates (R-Scott)",2014,11/24 - 11/26,2014 Florida Gubernatorial GE
"Fabrizio, McLaughlin & Associates (R-Scott)",2014,11/24 - 11/26,2014 Florida Governor Democratic Primary
Pan Atlantic SMS Group,2014,11/25 - 11/30,2014 Maine Governor: LePage vs. Michaud vs. Cutler
Rasmussen,2014,11/25 - 12/01,2014 National House Race
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial Republican Primary
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Gubernatorial GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Senate GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Senate GE
PPP (D),2014,11/26 - 11/28,2014 Illinois Senate GE
Rasmussen,2014,11/26 - 12/02,2014 National House Race
Susquehanna (R),2014,11/27 - 12/04,2014 Arizona Gubernatorial Republican Primary
Susquehanna (R),2014,11/27 - 12/04,2014 Arizona Governor: Bennett vs. DuVal
Susquehanna (R),2014,11/27 - 12/04,2014 Arizona Governor: Ducey vs. DuVal
YouGov/Economist,2014,11/30 - 12/02,2014 National House Race
PPP (D),2014,11/30 - 12/02,2014 Georgia Gubernatorial GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Governor: Deal vs. Carter
PPP (D),2014,11/30 - 12/02,2014 Georgia Gubernatorial GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
PPP (D),2014,11/30 - 12/02,2014 Georgia Senate GE
Saint Leo University,2014,12/01 - 12/08,2014 Florida Governor: Scott vs. Crist
Saint Leo University,2014,12/01 - 12/08,2014 Florida Governor: Scott vs. Rich
PPP (D-Adams),2014,12/02 - 12/03,2014 Tennessee Senate Republican Primary
PPP (D-Adams),2014,12/02 - 12/03,2014 Tennessee Senate GE
Rasmussen,2014,12/02 - 12/04,2014 Louisiana Senate: Cassidy vs. Landrieu
Politico/GWU/Battleground,2014,12/02 - 12/06,2014 National House Race
Rasmussen,2014,12/02 - 12/08,2014 National House Race
StPetePolls.org,2014,12/03 - 12/03,2014 Florida House: 13th District Special Election
PPP (D),2014,12/03 - 12/04,2014 Colorado Gubernatorial GE
PPP (D),2014,12/03 - 12/04,2014 Colorado Governor: Gessler vs. Hickenlooper
PPP (D),2014,12/03 - 12/04,2014 Colorado Governor: Kopp vs. Hickenlooper
PPP (D),2014,12/03 - 12/04,2014 Colorado Governor: Tancredo vs. Hickenlooper
PPP (D),2014,12/03 - 12/04,2014 Colorado Senate GE
PPP (D),2014,12/03 - 12/04,2014 Colorado Senate GE
PPP (D),2014,12/03 - 12/04,2014 Colorado Senate GE
PPP (D),2014,12/03 - 12/04,2014 Colorado Senate GE
PPP (D),2014,12/03 - 12/04,2014 Colorado Gubernatorial Republican Primary
PPP (D),2014,12/03 - 12/04,2014 Colorado Senate Republican Primary
McClatchy/Marist,2014,12/03 - 12/05,2014 National House Race
PPP (D),2014,12/03 - 12/05,2014 Oregon Gubernatorial GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Gubernatorial GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Gubernatorial GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Gubernatorial GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Gubernatorial GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Senate GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Senate GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Senate GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Senate GE
PPP (D),2014,12/03 - 12/05,2014 Oregon Senate GE
Pew/USA Today,2014,12/03 - 12/08,2014 National House Race
Quinnipiac,2014,12/03 - 12/09,2014 National House Race
Rasmussen,2014,12/03 - 12/09,2014 National House Race
Reason/Rupe,2014,12/04 - 12/08,2014 National House Race
PPP (D),2014,12/05 - 12/08,2014 North Carolina Senate Republican Primary
PPP (D),2014,12/05 - 12/08,2014 North Carolina Senate: Brannon vs. Hagan
PPP (D),2014,12/05 - 12/08,2014 North Carolina Senate GE
PPP (D),2014,12/05 - 12/08,2014 North Carolina Senate GE
PPP (D),2014,12/05 - 12/08,2014 North Carolina Senate GE
PPP (D),2014,12/05 - 12/08,2014 North Carolina Senate: Tillis vs. Hagan
NBC/WSJ,2014,12/05 - 12/08,2014 National House Race
PPP (D),2014,12/05 - 12/08,2014 Michigan Governor: Snyder vs. Schauer
PPP (D),2014,12/05 - 12/08,2014 Michigan Senate: Land vs. Peters
AP-GfK (Web),2014,12/05 - 12/09,2014 National House Race
The Polling Company Inc./WomanTrend (R-Citizens United),2014,12/06 - 12/07,2014 Arkansas Senate: Cotton vs. Pryor
PPP (D-Freedom Ohio),2014,12/06 - 12/08,2014 Ohio Governor: Kasich vs. FitzGerald
YouGov/Economist,2014,12/07 - 12/09,2014 National House Race
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate: McConnell vs. Judd
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate GE
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate GE
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate GE
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate GE
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate GE
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate: McConnell vs. Grimes
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate GE
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate Democratic Primary
PPP (D),2014,12/07 - 12/09,2014 Kentucky Senate Republican Primary
Des Moines Register/Selzer,2014,12/08 - 12/11,2014 Iowa Governor: Branstad vs. Hatch
Des Moines Register/Selzer,2014,12/08 - 12/11,2014 Iowa Gubernatorial GE
Rasmussen,2014,12/09 - 12/15,2014 National House Race
Wilson Perkins Allen Opinion Research (R),2014,12/10 - 12/12,2014 Texas Senate Republican Primary
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Senate: Whitaker vs. Braley
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Senate: Ernst vs. Braley
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Senate: Jacobs vs. Braley
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Senate GE
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Senate: Clovis vs. Braley
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Senate GE
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Governor: Branstad vs. Hatch
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Gubernatorial GE
Quinnipiac,2014,12/10 - 12/15,2014 Iowa Gubernatorial GE
Rasmussen,2014,12/10 - 12/16,2014 National House Race
Quinnipiac,2014,12/11 - 12/16,2014 Pennsylvania Gubernatorial GE
Quinnipiac,2014,12/11 - 12/16,2014 Pennsylvania Governor: Corbett vs. Schwartz
Quinnipiac,2014,12/11 - 12/16,2014 Pennsylvania Gubernatorial GE
Quinnipiac,2014,12/11 - 12/16,2014 Pennsylvania Gubernatorial GE
Quinnipiac,2014,12/11 - 12/16,2014 Pennsylvania Gubernatorial GE
Quinnipiac,2014,12/11 - 12/16,2014 Pennsylvania Gubernatorial GE
Quinnipiac,2014,12/11 - 12/16,2014 Pennsylvania Governor: Corbett vs. Wolf
PPP (D),2014,12/12 - 12/15,2014 Kentucky Senate: McConnell vs. Grimes
PPP (D),2014,12/12 - 12/15,2014 Kentucky Senate: Bevin vs. Grimes
PPP (D),2014,12/12 - 12/15,2014 Kentucky Senate Republican Primary
PPP (D),2014,12/12 - 12/15,2014 National House Race
ABC/Post,2014,12/12 - 12/15,2014 National House Race
Gravis Marketing/Human Events (R),2014,12/13 - 12/13,2014 Mississippi Senate Republican Primary
PPP (D-Americans United for Change),2014,12/13 - 12/15,2014 Arkansas Senate: Cotton vs. Pryor
PPP (D-Americans United for Change),2014,12/13 - 12/15,2014 Arkansas Governor: Hutchinson vs. Ross
ARG,2014,12/13 - 12/16,2014 New Hampshire Senate: Brown vs. Shaheen
ARG,2014,12/13 - 12/16,2014 New Hampshire Senate GE
PPP (D),2014,12/13 - 12/16,2014 Michigan Governor: Snyder vs. Schauer
YouGov/Economist,2014,12/14 - 12/16,2014 National House Race
FOX,2014,12/14 - 12/16,2014 National House Race
YouGov/Economist,2014,12/14 - 12/16,2014 National House Race
CNN,2014,12/16 - 12/19,2014 National House Race
Rasmussen,2014,12/16 - 12/22,2014 National House Race
Harper (R-Conservative Intelligence Briefing),2014,12/17 - 12/18,2014 Mississippi Senate Republican Primary
Rasmussen,2014,12/17 - 12/22,2014 National House Race
Rasmussen,2014,12/23 - 12/29,2014 National House Race
Rasmussen,2014,12/26 - 12/30,2014 National House Race
YouGov/Economist,2014,12/28 - 12/30,2014 National House Race
Gravis/Human Events (R),2014,12/29 - 1/02,2014 Kentucky Senate: McConnell vs. Grimes
Gravis/Human Events (R),2014,12/29 - 1/02,2014 Kentucky Senate Republican Primary
